time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-0.0260083762032,0.010424607724,10.0625519272,0.8306546343,0.902851890977,0.0,-0.910796705525,0.710259798285,1.98165986346,2.17299954048,-20.5273458589,0.0,1349.97232333,494.825915341,802.716457985,896.363559789
0.12000000000000001,-0.147658472746,0.0712896918536,10.1786713258,3.58815452738,2.2654982723,0.0,-3.19792575577,1.0972834051,1.37710466118,24.5320346862,-16.6921547472,0.0,737.949556809,684.100189703,211.512902391,1346.30791666
0.18,-0.398315683977,0.167211399107,10.2499840666,1.66238909561,2.52703722191,0.0,-5.03199431682,2.43645671977,0.593736433549,33.8422059033,-14.0241355434,0.0,905.685385248,879.747455354,209.945536056,1227.30702687
0.23999999999999996,-0.745941875682,0.270839581248,10.2843474446,3.70148321241,1.74007418434,0.0,-6.7141367066,1.41779992361,0.718995801703,33.5456061797,-13.5167145425,0.0,872.499523213,782.309680502,231.405773655,1067.41958133
0.3,-1.21096918192,0.357555029306,10.3153548802,5.8099388031,1.11939099377,0.0,-8.77546159131,1.34106911876,0.286019754166,34.2086612365,-14.6456487276,0.0,850.054544271,672.124849461,275.62201634,1112.69624233
0.36000000000000004,-1.75599604494,0.434807777437,10.3266327895,3.40859309402,2.7246060638,0.0,-9.38260571828,1.46197036331,-0.272563933284,30.9491595579,-21.8980549838,0.0,1088.24009196,599.356786109,370.12920082,976.291057987
0.4200000000000001,-2.34443078299,0.53505322694,10.3059055167,1.98847053905,1.80320090096,0.0,-10.3918783688,1.59497764428,-0.922539952956,26.755860843,-23.4762040992,0.0,920.200619859,488.65147011,483.423081494,874.182434841
0.48000000000000015,-3.0168761905,0.619113498175,10.2574407386,4.07520740425,2.43619505249,0.0,-11.833016096,1.426648418,-0.339318316001,28.3471926736,-26.9743505311,0.0,1039.30556961,473.169824437,414.903491962,1009.13654182
0.5400000000000001,-3.72698896938,0.714752009305,10.2389672622,6.18418384302,4.52785933069,0.0,-11.1857192675,1.55657291207,-0.462083117867,22.0821785919,-31.6307053122,0.0,1153.74103795,424.742848542,579.535414167,732.28295159
0.6000000000000002,-4.346601964,0.799307011919,10.1933417926,3.79083135872,3.25217399274,0.0,-9.57600959894,1.15567585722,-0.658898460445,18.1449304214,-33.5637348498,0.0,1213.64085277,555.04520559,505.86248526,619.333378492
0.6600000000000003,-4.92405081854,0.915889772489,10.176427735,5.06663895794,1.82498988723,0.0,-10.0632282227,2.77183804724,-0.281491295649,19.1298318635,-31.8242752575,0.0,1142.79176447,617.76127877,463.789128969,787.702379272
0.7200000000000003,-5.5901907566,1.08852657699,10.1430549649,0.0914398126063,0.436196340291,0.0,-12.1108261086,2.78788646815,-0.557745189791,20.0349854563,-33.597851879,0.0,1257.44299237,648.498779396,383.934365136,763.133033889
0.7800000000000004,-6.36170464419,1.25763674708,10.1260968843,2.26086270061,1.38328296989,0.0,-13.7792723513,2.73818042064,-0.454023505557,17.5864590655,-37.703316473,0.0,1301.58032195,424.18341052,556.072542701,697.841153071
0.8400000000000004,-7.23334378497,1.42517677273,10.0563437338,4.10732191315,5.53628179732,0.0,-14.9530713762,2.56395533912,-2.29853156159,15.3598023679,-38.6190804656,0.0,1246.45207794,271.655109735,663.862005432,743.177996733
0.9000000000000005,-8.11938883365,1.54786732914,9.90049951252,5.00558102317,2.91164340146,0.0,-14.879667495,1.24239265683,-2.69807511906,6.6592962553,-44.3200984637,0.0,1486.75093858,385.199296982,838.075329707,469.408074985
0.9600000000000005,-9.04416174379,1.6732847318,9.6972164614,0.830755653624,0.456196668342,0.0,-16.3546687403,2.36497706958,-3.79763249363,3.39752877916,-45.4168528248,0.0,1476.42571782,380.676450499,732.772537529,574.236129598
1.0200000000000005,-10.0401245651,1.86972063992,9.49905533686,1.05067676864,4.27403812671,0.0,-16.0573827438,4.00146604278,-3.02226477041,3.65258824626,-46.6392020606,0.0,1478.72221876,199.271060502,703.452586993,724.721785986
1.0800000000000005,-10.9861984843,2.10897835861,9.29534061582,5.52714308219,3.38538671174,0.0,-15.6245308109,3.80062098086,-3.41614866304,11.5340288985,-40.1862691381,0.0,1228.8225263,326.48833879,453.303136077,907.779628933
1.1400000000000006,-11.922158823,2.37719990333,9.04015385153,2.7392005304,5.29785055248,0.0,-15.251492575,4.70082795741,-4.58363189724,15.5509392163,-49.6164244873,0.0,1680.52402676,461.345722554,332.908612556,754.250424246
1.2000000000000006,-12.8333158937,2.67147447398,8.73059595826,4.26256228798,1.46835790186,0.0,-15.8825452257,5.10463827565,-5.32033897864,13.6156996322,-44.4480403384,0.0,1411.24644446,432.429747465,485.402358358,556.262773759
1.2600000000000007,-13.8495647455,2.98174174235,8.37562119644,0.755887605348,3.410888138,0.0,-16.9353898002,5.29137255483,-7.12122027592,16.9578420674,-51.9314364375,0.0,1688.25697045,267.554216092,504.758336142,844.636070197
1.3200000000000007,-14.8217929064,3.28332839163,7.90224754367,2.60611236759,4.3231717648,0.0,-15.2528651551,5.33181997326,-8.36535223375,14.6740441883,-47.5374135339,0.0,1487.70533924,321.739648486,546.650637093,621.253263194
1.3800000000000008,-15.6812191776,3.59852224776,7.39624066361,3.72048970474,3.42852620906,0.0,-13.3823537479,5.31788572896,-8.40670088155,15.7876138944,-44.444861407,0.0,1415.45420058,390.235134088,563.092213537,787.300138921
1.4400000000000008,-16.4267450225,3.9459769904,6.91002651094,1.89871473852,3.59443273698,0.0,-11.0785234881,5.68350558377,-8.51547521325,20.2717659049,-48.3186205412,0.0,1579.03374018,364.620193676,492.60556249,931.460140755
1.5000000000000009,-17.0347851013,4.25606097437,6.43237231868,0.439983538207,2.39196716851,0.0,-9.41380628061,5.37978594554,-6.80158095373,29.8759499169,-51.2895321001,0.0,1675.5314441,431.85781803,399.506887013,1194.85731275
1.560000000000001,-17.6963327951,4.54806304386,5.95456433999,5.93203451386,5.6766799417,0.0,-12.4193412516,4.12544743334,-9.18260043293,37.2647785742,-51.9808980331,0.0,1644.64548741,245.358538438,568.06382967,1385.54601332
1.620000000000001,-18.3599662467,4.77357749827,5.42845612343,1.56093129716,4.5347752512,0.0,-9.40650393796,3.17118207992,-9.05256052185,27.053611774,-58.3007110872,0.0,1857.55202879,205.680147261,632.145074482,855.576276626
1.680000000000001,-18.8492275313,4.92951570254,4.91166065104,3.97079141579,1.24303043008,0.0,-8.50117036092,2.29677561735,-7.4445917911,29.1045722658,-57.3931921504,0.0,1805.46374001,253.640608161,636.455921188,1145.03392971
1.740000000000001,-19.4652079102,5.06931723888,4.40766340151,3.17827193027,4.65341060294,0.0,-10.3709627224,1.59006956064,-8.89410953684,41.6751329684,-59.0749918156,0.0,1856.57356103,154.673871009,581.101480989,1553.66696311
1.8000000000000012,-20.0003214489,5.14835642436,3.81918531933,1.42473458412,1.2317031794,0.0,-9.13281552318,1.68967494121,-11.1656821805,32.7275501635,-59.888043234,0.0,1878.63438396,157.638449712,729.317858439,1134.1639333
1.8600000000000012,-20.626634817,5.29303924345,3.08590739231,4.42385415257,4.11644453582,0.0,-9.72337343059,2.43144074734,-14.0247353157,30.2500188859,-60.8878308252,0.0,1906.8897627,110.41794859,872.655688596,1249.4208592
1.9200000000000013,-21.1580637579,5.49657569962,2.26782003174,2.60861665858,0.781992751514,0.0,-9.69559791905,3.56275436781,-13.6899495822,23.0437775765,-62.140362563,0.0,1947.17097764,122.583022381,787.814274143,911.980425723
1.9800000000000013,-21.7605122896,5.69864190407,1.34411205912,6.03769394769,3.46924207268,0.0,-8.43105771374,2.74894015925,-16.488805182,26.4137097438,-61.4398518538,0.0,1918.5486269,110.14292531,937.907669704,1305.0912277
2.0400000000000014,-22.2829032754,5.89726986502,0.306925597191,1.23282863492,0.0534614595279,0.0,-10.5456916362,3.54665752326,-16.9043730235,32.2681408392,-62.5951896573,0.0,1960.43772137,114.349759377,652.370696554,1288.27219758
